Protein IDs,Majority protein IDs,Fasta headers,LFQ intensity IDI-1,LFQ intensity IDI-2,LFQ intensity IDI-3,LFQ intensity IDLL-1,LFQ intensity IDLL-2,LFQ intensity IDLL-3,Mol. weight [kDa],Sequence length
A0A4Y7MUF4;A0A4Y7MUN1,A0A4Y7MUF4;A0A4Y7MUN1,tr|A0A4Y7MUF4|A0A4Y7MUF4_DAPPU Triosephosphate isomerase OS=Daphnia pulex OX=6669 GN=EOG090X0BSC PE=2 SV=1;tr|A0A4Y7MUN1|A0A4Y7MUN1_DAPPU Triosephosphate isomerase OS=Daphnia pulex OX=6669 GN=EOG090X0BSC PE=2 SV=1,13018000,17034000,14858000,0,0,0,27.19,251
E9GPS9;A0A4Y7MW45;A0A4Y7MUJ4,E9GPS9;A0A4Y7MW45;A0A4Y7MUJ4,tr|E9GPS9|E9GPS9_DAPPU Eukaryotic translation initiation factor 3 subunit H OS=Daphnia pulex OX=6669 GN=EOG090X06SH PE=2 SV=1;tr|A0A4Y7MW45|A0A4Y7MW45_DAPPU Eukaryotic translation initiation factor 3 subunit H OS=Daphnia pulex OX=6669 GN=EOG090X06SH PE=2 S,12402000,14346000,13746000,0,0,0,39.47,347
E9HK33;A0A4Y7MUK6,E9HK33;A0A4Y7MUK6,tr|E9HK33|E9HK33_DAPPU EOG090X0FQ5 OS=Daphnia pulex OX=6669 GN=EOG090X0FQ5 PE=2 SV=1;tr|A0A4Y7MUK6|A0A4Y7MUK6_DAPPU EOG090X0FQ5 OS=Daphnia pulex OX=6669 GN=EOG090X0FQ5 PE=2 SV=1,0,0,2927400,0,0,0,19.444,166
E9HCB0;A0A4Y7MUM6,E9HCB0;A0A4Y7MUM6,tr|E9HCB0|E9HCB0_DAPPU EOG090X05H4 OS=Daphnia pulex OX=6669 GN=EOG090X05H4 PE=2 SV=1;tr|A0A4Y7MUM6|A0A4Y7MUM6_DAPPU EOG090X05H4 OS=Daphnia pulex OX=6669 GN=EOG090X05H4 PE=2 SV=1,7299500,0,5907000,0,0,0,42.552,370
E9GI92;A0A4Y7MUP5,E9GI92;A0A4Y7MUP5,tr|E9GI92|E9GI92_DAPPU Ribosomal protein OS=Daphnia pulex OX=6669 GN=EOG090X0CZV PE=2 SV=1;tr|A0A4Y7MUP5|A0A4Y7MUP5_DAPPU Ribosomal protein OS=Daphnia pulex OX=6669 GN=EOG090X0CZV PE=2 SV=1,42795000,32060000,33831000,0,0,0,24.486,217
A0A4Y7MVK3;A0A4Y7MUQ7;E9GKM8;A0A4Y7MRG8,A0A4Y7MVK3;A0A4Y7MUQ7;E9GKM8;A0A4Y7MRG8,tr|A0A4Y7MVK3|A0A4Y7MVK3_DAPPU AP-2 complex subunit alpha OS=Daphnia pulex OX=6669 GN=EOG090X0109 PE=2 SV=1;tr|A0A4Y7MUQ7|A0A4Y7MUQ7_DAPPU AP-2 complex subunit alpha OS=Daphnia pulex OX=6669 GN=EOG090X0109 PE=2 SV=1;tr|E9GKM8|E9GKM8_DAPPU AP-2 complex subu,36899000,40832000,41828000,0,0,0,103.19,928
E9HN49;A0A4Y7MWM2;A0A4Y7MUW9;A0A4Y7MUR9,E9HN49;A0A4Y7MWM2;A0A4Y7MUW9;A0A4Y7MUR9,"tr|E9HN49|E9HN49_DAPPU NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_115970 PE=3 SV=1;tr|A0A4Y7MWM2|A0A4Y7MWM2_DAPPU NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Daphn",190690000,158110000,174390000,0,0,0,23.484,202
E9FQY0;A0A4Y7MUS4;A0A4Y7MW91;A0A4Y7MTZ0,E9FQY0;A0A4Y7MUS4;A0A4Y7MW91,tr|E9FQY0|E9FQY0_DAPPU Ribos_L4_asso_C domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_205304 PE=3 SV=1;tr|A0A4Y7MUS4|A0A4Y7MUS4_DAPPU EOG090X0822 OS=Daphnia pulex OX=6669 GN=EOG090X0822 PE=2 SV=1;tr|A0A4Y7MW91|A0A4Y7MW91_DAPPU EOG090X0822,88588000,79002000,84295000,0,0,0,41.644,370
A0A4Y7MUT2;A0A4Y7MWV9;E9GHX2,A0A4Y7MUT2;A0A4Y7MWV9;E9GHX2,tr|A0A4Y7MUT2|A0A4Y7MUT2_DAPPU EOG090X0DYO OS=Daphnia pulex OX=6669 GN=EOG090X0DYO PE=2 SV=1;tr|A0A4Y7MWV9|A0A4Y7MWV9_DAPPU EOG090X0DYO OS=Daphnia pulex OX=6669 GN=EOG090X0DYO PE=2 SV=1;tr|E9GHX2|E9GHX2_DAPPU DRBM domain-containing protein OS=Daphnia pulex,0,0,2675000,0,0,0,37.772,335
E9GL54;A0A4Y7MUT8,E9GL54;A0A4Y7MUT8,tr|E9GL54|E9GL54_DAPPU Translocon-associated protein subunit beta OS=Daphnia pulex OX=6669 GN=EOG090X0EPM PE=2 SV=1;tr|A0A4Y7MUT8|A0A4Y7MUT8_DAPPU Translocon-associated protein subunit beta OS=Daphnia pulex OX=6669 GN=EOG090X0EPM PE=2 SV=1,0,0,9776000,0,0,0,20.959,191
E9HTS2;A0A4Y7MUY1,E9HTS2;A0A4Y7MUY1,tr|E9HTS2|E9HTS2_DAPPU 60S ribosomal protein L9 OS=Daphnia pulex OX=6669 GN=EOG090X0DNU PE=2 SV=1;tr|A0A4Y7MUY1|A0A4Y7MUY1_DAPPU 60S ribosomal protein L9 OS=Daphnia pulex OX=6669 GN=EOG090X0DNU PE=2 SV=1,48914000,66309000,74912000,0,0,50656000,21.289,188
E9FZG2;A0A4Y7MUZ6;A0A4Y7MVV2,E9FZG2;A0A4Y7MUZ6;A0A4Y7MVV2,"tr|E9FZG2|E9FZG2_DAPPU 39S ribosomal protein L15, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_235934 PE=3 SV=1;tr|A0A4Y7MUZ6|A0A4Y7MUZ6_DAPPU EOG090X03LH OS=Daphnia pulex OX=6669 GN=EOG090X03LH PE=2 SV=1;tr|A0A4Y7MVV2|A0A4Y7MVV2_DAPPU EOG090X03LH ",9890700,7724700,0,0,0,0,30.873,270
E9G2S8;A0A4Y7MV30;A0A4Y7MWL4;A0A4Y7MQ35,E9G2S8;A0A4Y7MV30;A0A4Y7MWL4;A0A4Y7MQ35,tr|E9G2S8|E9G2S8_DAPPU GOLD domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_45190 PE=3 SV=1;tr|A0A4Y7MV30|A0A4Y7MV30_DAPPU EOG090X0AV2 OS=Daphnia pulex OX=6669 GN=EOG090X0AV2 PE=2 SV=1;tr|A0A4Y7MWL4|A0A4Y7MWL4_DAPPU EOG090X0AV2 OS=Daphnia ,16224000,17148000,18973000,0,0,0,23.657,207
E9FRI2;A0A4Y7MV32,E9FRI2;A0A4Y7MV32,tr|E9FRI2|E9FRI2_DAPPU Dolichyl-phosphate beta-glucosyltransferase OS=Daphnia pulex OX=6669 GN=EOG090X0BIY PE=2 SV=1;tr|A0A4Y7MV32|A0A4Y7MV32_DAPPU Dolichyl-phosphate beta-glucosyltransferase OS=Daphnia pulex OX=6669 GN=EOG090X0BIY PE=2 SV=1,0,0,3072100,0,0,0,36.439,320
A0A4Y7MV74;E9G0D3;A0A4Y7MRC5,A0A4Y7MV74;E9G0D3;A0A4Y7MRC5,tr|A0A4Y7MV74|A0A4Y7MV74_DAPPU EOG090X0F8Y OS=Daphnia pulex OX=6669 GN=EOG090X0F8Y PE=2 SV=1;tr|E9G0D3|E9G0D3_DAPPU EOG090X0F8Y OS=Daphnia pulex OX=6669 GN=EOG090X0F8Y PE=2 SV=1;tr|A0A4Y7MRC5|A0A4Y7MRC5_DAPPU EOG090X0F8Y OS=Daphnia pulex OX=6669 GN=EOG090X,114270000,99768000,94654000,183480000,179180000,181060000,26.162,226
E9GIS3;A0A4Y7MVD8,E9GIS3;A0A4Y7MVD8,tr|E9GIS3|E9GIS3_DAPPU 60S ribosomal protein L35a OS=Daphnia pulex OX=6669 GN=EOG090X0IZN PE=2 SV=1;tr|A0A4Y7MVD8|A0A4Y7MVD8_DAPPU 60S ribosomal protein L35a OS=Daphnia pulex OX=6669 GN=EOG090X0IZN PE=2 SV=1,23630000,0,19488000,0,0,0,19.095,169
A0A4Y7MVE7,A0A4Y7MVE7,tr|A0A4Y7MVE7|A0A4Y7MVE7_DAPPU EOG090X0JDB OS=Daphnia pulex OX=6669 GN=EOG090X0JDB PE=2 SV=1,102130000,87847000,84222000,0,0,0,16.783,160
E9FRC4;A0A4Y7MVF9,E9FRC4;A0A4Y7MVF9,tr|E9FRC4|E9FRC4_DAPPU EOG090X0JXG OS=Daphnia pulex OX=6669 GN=EOG090X0JXG PE=2 SV=1;tr|A0A4Y7MVF9|A0A4Y7MVF9_DAPPU EOG090X0JXG OS=Daphnia pulex OX=6669 GN=EOG090X0JXG PE=2 SV=1,685390000,622200000,611370000,0,0,0,12.441,108
A0A4Y7MVL0;E9GVS3;A0A4Y7MSY3;A0A4Y7MRF5,A0A4Y7MVL0;E9GVS3;A0A4Y7MSY3,tr|A0A4Y7MVL0|A0A4Y7MVL0_DAPPU EOG090X00BY OS=Daphnia pulex OX=6669 GN=EOG090X00BY PE=2 SV=1;tr|E9GVS3|E9GVS3_DAPPU EOG090X00BY OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_306188 PE=3 SV=1;tr|A0A4Y7MSY3|A0A4Y7MSY3_DAPPU EOG090X00BY OS=Daphnia pulex OX=6669 GN=E,285260000,241390000,201010000,61602000,49923000,54081000,229.43,1982
E9GAT4;A0A4Y7MVL1,E9GAT4;A0A4Y7MVL1,tr|E9GAT4|E9GAT4_DAPPU Protein transport protein Sec61 subunit beta OS=Daphnia pulex OX=6669 GN=EOG090X0RAK PE=2 SV=1;tr|A0A4Y7MVL1|A0A4Y7MVL1_DAPPU EOG090X0RAK OS=Daphnia pulex OX=6669 GN=EOG090X0RAK PE=2 SV=1,0,0,0,0,0,14114000,10.134,100
A0A4Y7MVM2;E9HR84,A0A4Y7MVM2;E9HR84,tr|A0A4Y7MVM2|A0A4Y7MVM2_DAPPU Calcium-transporting ATPase OS=Daphnia pulex OX=6669 GN=EOG090X00V6 PE=2 SV=1;tr|E9HR84|E9HR84_DAPPU Calcium-transporting ATPase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_65262 PE=3 SV=1,6080100000,5670700000,5491700000,3904000000,3493200000,3704200000,110.86,1005
E9GU98;A0A4Y7MVP7;A0A4Y7MUR1,E9GU98;A0A4Y7MVP7;A0A4Y7MUR1,tr|E9GU98|E9GU98_DAPPU Oxidored_q6 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_54753 PE=3 SV=1;tr|A0A4Y7MVP7|A0A4Y7MVP7_DAPPU EOG090X028J OS=Daphnia pulex OX=6669 GN=EOG090X028J PE=2 SV=1;tr|A0A4Y7MUR1|A0A4Y7MUR1_DAPPU EOG090X028J OS=D,85576000,72169000,68473000,0,0,0,19.023,167
E9GFU4;A0A4Y7MVR7,E9GFU4;A0A4Y7MVR7,tr|E9GFU4|E9GFU4_DAPPU Glycine N-methyltransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_230833 PE=3 SV=1;tr|A0A4Y7MVR7|A0A4Y7MVR7_DAPPU EOG090X0266 OS=Daphnia pulex OX=6669 GN=EOG090X0266 PE=2 SV=1,0,0,2438300,0,0,0,32.862,288
E9HEG4;A0A4Y7MVZ7;A0A4Y7MT90;A0A4Y7MPG9,E9HEG4;A0A4Y7MVZ7;A0A4Y7MT90;A0A4Y7MPG9,tr|E9HEG4|E9HEG4_DAPPU Branched-chain-amino-acid aminotransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300660 PE=3 SV=1;tr|A0A4Y7MVZ7|A0A4Y7MVZ7_DAPPU Branched-chain-amino-acid aminotransferase OS=Daphnia pulex OX=6669 GN=EOG090X051P PE=2 SV=1;tr|A0A4Y7M,137520000,212240000,118720000,0,37529000,0,44.609,393
E9HG12;A0A4Y7MW87;A0A4Y7MS69,E9HG12;A0A4Y7MW87;A0A4Y7MS69,tr|E9HG12|E9HG12_DAPPU Transket_pyr domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300984 PE=4 SV=1;tr|A0A4Y7MW87|A0A4Y7MW87_DAPPU EOG090X0840 OS=Daphnia pulex OX=6669 GN=EOG090X0840 PE=2 SV=1;tr|A0A4Y7MS69|A0A4Y7MS69_DAPPU EOG090X0840 (F,75726000,66572000,71332000,0,0,0,40.433,366
A0A4Y7MX03,A0A4Y7MX03,tr|A0A4Y7MX03|A0A4Y7MX03_DAPPU Actin-related protein 2/3 complex subunit 4 OS=Daphnia pulex OX=6669 GN=EOG090X0FA0 PE=2 SV=1,6451700,8566000,7726900,0,0,0,19.641,168
E9GEV7;A0A4Y7MX79,E9GEV7;A0A4Y7MX79,tr|E9GEV7|E9GEV7_DAPPU EOG090X0I21 OS=Daphnia pulex OX=6669 GN=EOG090X0I21 PE=2 SV=1;tr|A0A4Y7MX79|A0A4Y7MX79_DAPPU EOG090X0I21 OS=Daphnia pulex OX=6669 GN=EOG090X0I21 PE=2 SV=1,68431000,55112000,60854000,0,0,0,14.744,130
A0A7G9KWC1,A0A7G9KWC1,tr|A0A7G9KWC1|A0A7G9KWC1_DAPPU Glutathione S-transferase theta OS=Daphnia pulex OX=6669 PE=2 SV=1,0,0,3642900,0,0,0,27.143,231
Q9NG05;E9HD09;E9GBU6;A1C334;A1C329,Q9NG05;E9HD09;E9GBU6;A1C334;A1C329,tr|Q9NG05|Q9NG05_DAPPU Ferritin OS=Daphnia pulex OX=6669 GN=ferritin PE=2 SV=1;tr|E9HD09|E9HD09_DAPPU Ferritin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231626 PE=3 SV=1;tr|E9GBU6|E9GBU6_DAPPU Ferritin OS=Daphnia pulex OX=6669 GN=FER3A PE=3 SV=1;tr|A1C334|A1C,0,0,6882800,0,0,0,19.569,170
E9G1R6;B2KYP3,E9G1R6;B2KYP3,tr|E9G1R6|E9G1R6_DAPPU Down syndrome cell adhesion molecule-like protein 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_127336 PE=4 SV=1;tr|B2KYP3|B2KYP3_DAPPU Down syndrome cell adhesion molecule isoform OS=Daphnia pulex OX=6669 GN=Dscam PE=4 SV=1,9153600,8785000,8917400,0,0,0,51.753,475
C0L8T4;I1VAQ9;C0L8T7;E9GCK2;I1VAR0;I1VAR3;C0L906;I1VAQ7;I1VAQ6;I1VAQ4;I1VAQ8;C0L912;C0L911;C0L910;C0L907;C0L908;I1VAQ5;C0L8T1;C0L8T6;C0L8T5;C0L8T3;C0L8T2;C0L8U0;C0L8T0;C0L8T8;I1VAQ0;I1VAQ3;C0L909;C0L8W7;I1VAQ1;I1VAQ2,C0L8T4;I1VAQ9;C0L8T7;E9GCK2;I1VAR0;I1VAR3;C0L906;I1VAQ7;I1VAQ6;I1VAQ4;I1VAQ8;C0L912;C0L911;C0L910;C0L907;C0L908;I1VAQ5;C0L8T1;C0L8T6;C0L8T5;C0L8T3;C0L8T2;C0L8U0;C0L8T0;C0L8T8;I1VAQ0;I1VAQ3;C0L909;C0L8W7;I1VAQ1;I1VAQ2,tr|C0L8T4|C0L8T4_9CRUS Glucose-6-phosphate isomerase OS=Daphnia magna OX=35525 GN=Pgi PE=3 SV=1;tr|I1VAQ9|I1VAQ9_DAPPU Glucose-6-phosphate isomerase (Fragment) OS=Daphnia pulex OX=6669 PE=2 SV=1;tr|C0L8T7|C0L8T7_9CRUS Glucose-6-phosphate isomerase OS=Daphn,38263000,37736000,36651000,0,0,0,61.562,556
I1VAB8;I1VAB2;C0L8X1;C0L8W9;C0L8W2;I1VAB9;C0L8N5;C0L8N0;C0L8M9,I1VAB8;I1VAB2;C0L8X1;C0L8W9;C0L8W2;I1VAB9,tr|I1VAB8|I1VAB8_9CRUS Phosphopyruvate hydratase (Fragment) OS=Daphnia parvula OX=132684 PE=2 SV=1;tr|I1VAB2|I1VAB2_DAPPU Phosphopyruvate hydratase (Fragment) OS=Daphnia pulex OX=6669 PE=2 SV=1;tr|C0L8X1|C0L8X1_DAPPU Phosphopyruvate hydratase (Fragment) OS,0,0,43938000,0,0,0,33.066,307
C0L8X7;C0L8W3;Q9N9Y3;E9GF36;C0L8N9,C0L8X7;C0L8W3;Q9N9Y3;E9GF36,tr|C0L8X7|C0L8X7_DAPPU Glyceraldehyde-3-phosphate dehydrogenase (Fragment) OS=Daphnia pulex OX=6669 GN=Gapdh PE=2 SV=1;tr|C0L8W3|C0L8W3_9CRUS Glyceraldehyde-3-phosphate dehydrogenase (Fragment) OS=Daphnia parvula OX=132684 GN=Gapdh PE=2 SV=1;tr|Q9N9Y3|Q9N9,54620000,59357000,54961000,203050000,182510000,179070000,26.974,254
D2KX75;D2KX76;Q2F2L8;Q2F2K5;Q2F2J2;Q2F2H9;Q2F2F3;Q2F2E0;Q2F2C7;Q2F2B4;Q9XLR8;Q2F275;Q2F249;Q2F236;Q2F223;Q2F210;Q2F1Y4;Q2F1T2;Q2F2Q7;Q2F288,D2KX75;D2KX76;Q2F2L8;Q2F2K5;Q2F2J2;Q2F2H9;Q2F2F3;Q2F2E0;Q2F2C7;Q2F2B4;Q9XLR8;Q2F275;Q2F249;Q2F236;Q2F223;Q2F210;Q2F1Y4;Q2F1T2;Q2F2Q7;Q2F288,tr|D2KX75|D2KX75_DAPPU NADH-ubiquinone oxidoreductase chain 5 (Fragment) OS=Daphnia pulex OX=6669 GN=ND5 PE=4 SV=1;tr|D2KX76|D2KX76_DAPPU NADH-ubiquinone oxidoreductase chain 5 (Fragment) OS=Daphnia pulex OX=6669 GN=ND5 PE=4 SV=1;tr|Q2F2L8|Q2F2L8_DAPPU NAD,0,0,15252000,0,0,0,31.379,285
E9FQN6;E9GYB1,E9FQN6,tr|E9FQN6|E9FQN6_DAPPU Leucine zipper-EF-hand-containing transmembrane protein 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309740 PE=4 SV=1,5289000,0,0,0,0,0,85.829,766
E9FQP0,E9FQP0,tr|E9FQP0|E9FQP0_DAPPU ATP synthase subunit beta OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309746 PE=3 SV=1,18823000000,17518000000,15991000000,4947300000,5140900000,6541900000,56.805,533
E9FQR8,E9FQR8,tr|E9FQR8|E9FQR8_DAPPU V-type proton ATPase subunit C OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_205240 PE=3 SV=1,58515000,63204000,56586000,95718000,0,77010000,44.174,385
E9FQS5;E9HL69;E9HUF0;E9HUF1,E9FQS5;E9HL69,tr|E9FQS5|E9FQS5_DAPPU Multifunctional fusion protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300095 PE=3 SV=1;tr|E9HL69|E9HL69_DAPPU Aldedh domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_115388 PE=4 SV=1,89293000,91049000,89821000,18373000,0,0,64.093,576
E9FQT5,E9FQT5,tr|E9FQT5|E9FQT5_DAPPU Acyl-coenzyme A oxidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_190107 PE=3 SV=1,42024000,32779000,31096000,0,0,0,73.408,656
E9FQU4,E9FQU4,tr|E9FQU4|E9FQU4_DAPPU MICOS complex subunit MIC19 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_220118 PE=4 SV=1,20440000,0,0,0,0,0,25.085,221
E9FQX5,E9FQX5,tr|E9FQX5|E9FQX5_DAPPU Peptidyl-prolyl cis-trans isomerase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299901 PE=3 SV=1,30583000,25061000,25388000,0,0,0,23.219,211
E9FQX6,E9FQX6,"tr|E9FQX6|E9FQX6_DAPPU Pentatricopeptide repeat-containing protein 2, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299902 PE=4 SV=1",22948000,25364000,28036000,0,0,0,46.968,405
E9FR14,E9FR14,tr|E9FR14|E9FR14_DAPPU V-type proton ATPase subunit OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300127 PE=3 SV=1,232860000,196070000,159060000,182160000,137390000,174220000,40.146,348
E9FR15,E9FR15,tr|E9FR15|E9FR15_DAPPU Adenosylhomocysteinase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299913 PE=3 SV=1,40014000,38927000,35335000,0,0,0,47.493,432
E9FR17,E9FR17,tr|E9FR17|E9FR17_DAPPU Beta-hexosaminidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309875 PE=3 SV=1,61377000,73742000,73506000,49002000,48241000,42009000,71.767,631
E9FR18,E9FR18,tr|E9FR18|E9FR18_DAPPU Putative hydroxypyruvate isomerase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_190185 PE=3 SV=1,0,0,0,0,0,5980600,30.01,265
E9FR26,E9FR26,tr|E9FR26|E9FR26_DAPPU Basement membrane-specific heparan sulfate proteoglycan core protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_232498 PE=4 SV=1,64853000,64512000,57376000,0,0,0,215.69,1945
E9FR27,E9FR27,tr|E9FR27|E9FR27_DAPPU Agrin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_186952 PE=4 SV=1,30523000,26795000,30610000,0,0,0,88.041,819
E9FR29,E9FR29,tr|E9FR29|E9FR29_DAPPU MARVEL domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_205349 PE=4 SV=1,0,0,0,0,0,6210800,20.737,186
E9FR60,E9FR60,tr|E9FR60|E9FR60_DAPPU Amidase domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_205366 PE=4 SV=1,16082000,14839000,14786000,0,0,0,55.954,504
E9FR81,E9FR81,tr|E9FR81|E9FR81_DAPPU TGc domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300148 PE=3 SV=1,91450000,93414000,84942000,0,0,0,82.275,737
E9FR86,E9FR86,tr|E9FR86|E9FR86_DAPPU Acyl-coenzyme A oxidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300149 PE=3 SV=1,35510000,47786000,45838000,0,0,0,71.114,634
E9FR95,E9FR95,tr|E9FR95|E9FR95_DAPPU Aminotran_1_2 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299942 PE=4 SV=1,51912000,51757000,59920000,0,0,0,48.003,426
E9FR97,E9FR97,tr|E9FR97|E9FR97_DAPPU Brain chitinase and chia OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_220226 PE=3 SV=1,0,0,13981000,0,0,0,51.458,464
E9GNU3;E9FRB0,E9GNU3;E9FRB0,tr|E9GNU3|E9GNU3_DAPPU RNA helicase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_104930 PE=3 SV=1;tr|E9FRB0|E9FRB0_DAPPU RNA helicase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300157 PE=3 SV=1,0,0,4202500,0,0,0,36.539,319
E9FRB4,E9FRB4,tr|E9FRB4|E9FRB4_DAPPU Catenin alpha OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309973 PE=3 SV=1,22570000,17696000,16976000,0,0,0,102.64,918
E9FRC0,E9FRC0,tr|E9FRC0|E9FRC0_DAPPU Conserved plasma membrane protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299950 PE=4 SV=1,15613000,24357000,24980000,0,21287000,23352000,31.78,281
E9FRC3,E9FRC3,tr|E9FRC3|E9FRC3_DAPPU Ras-related protein Rac1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299952 PE=4 SV=1,158600000,176850000,154170000,87899000,56173000,80002000,21.23,192
E9FRE5,E9FRE5,tr|E9FRE5|E9FRE5_DAPPU TOG domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300165 PE=4 SV=1,16824000,24338000,22674000,18983000,16645000,12262000,65.439,590
E9FRE7,E9FRE7,tr|E9FRE7|E9FRE7_DAPPU Citrate synthase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299958 PE=3 SV=1,738560000,640000000,624180000,514040000,442590000,498900000,52.167,473
E9FRF0,E9FRF0,tr|E9FRF0|E9FRF0_DAPPU Twitchin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_232691 PE=4 SV=1,12341000,11175000,12150000,0,0,0,227.23,2036
E9FRH3,E9FRH3,tr|E9FRH3|E9FRH3_DAPPU Tetraspanin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_232717 PE=3 SV=1,27440000,31555000,26108000,0,0,0,30.669,285
E9FRH7,E9FRH7,tr|E9FRH7|E9FRH7_DAPPU Beta-parvin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_39424 PE=3 SV=1,6069100,5276400,6082100,0,0,0,41.769,366
E9FRJ3,E9FRJ3,tr|E9FRJ3|E9FRJ3_DAPPU Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299977 PE=3 SV=1,22083000,29883000,19652000,0,0,0,51.192,474
E9FRK2,E9FRK2,tr|E9FRK2|E9FRK2_DAPPU NADH-cytochrome b5 reductase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_346923 PE=3 SV=1,0,0,5399200,0,0,0,34.769,311
E9FRM1,E9FRM1,tr|E9FRM1|E9FRM1_DAPPU DNA excision repair protein ERCC-6-like protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231974 PE=4 SV=1,0,0,0,0,0,12980000,177.72,1584
E9FRN6,E9FRN6,tr|E9FRN6|E9FRN6_DAPPU Lipocln_cytosolic_FA-bd_dom domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_39582 PE=3 SV=1,72315000,67021000,62024000,0,0,0,25.121,225
E9FRN7,E9FRN7,tr|E9FRN7|E9FRN7_DAPPU 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299789 PE=3 SV=1,26677000,20997000,20565000,0,0,0,27.092,255
E9FRQ1,E9FRQ1,tr|E9FRQ1|E9FRQ1_DAPPU Peptidase_M28 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299998 PE=3 SV=1,15350000,14242000,12637000,0,0,0,61.165,556
E9FRT1;Q9NG07;Q9NG08,E9FRT1;Q9NG07,tr|E9FRT1|E9FRT1_DAPPU Muscle-specific actin OS=Daphnia pulex OX=6669 GN=ACT2A PE=3 SV=1;tr|Q9NG07|Q9NG07_DAPPU Actin (Fragment) OS=Daphnia pulex OX=6669 GN=actin PE=2 SV=2,25202000000,28952000000,30159000000,17711000000,20490000000,20432000000,41.787,376
E9FRT9,E9FRT9,tr|E9FRT9|E9FRT9_DAPPU MICOS complex subunit MIC60 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299651 PE=3 SV=1,87369000,74981000,84858000,0,0,0,144.25,1275
E9FRV3,E9FRV3,tr|E9FRV3|E9FRV3_DAPPU Isocitrate dehydrogenase [NADP] OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299809 PE=3 SV=1,73957000,55300000,82526000,136160000,127720000,125410000,45.821,408
