Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides IDI-1,Peptides IDI-2,Peptides IDI-3,Peptides IDLL-1,Peptides IDLL-2,Peptides IDLL-3,Razor + unique peptides IDI-1,Razor + unique peptides IDI-2,Razor + unique peptides IDI-3,Razor + unique peptides IDLL-1,Razor + unique peptides IDLL-2,Razor + unique peptides IDLL-3,Unique peptides IDI-1,Unique peptides IDI-2,Unique peptides IDI-3,Unique peptides IDLL-1,Unique peptides IDLL-2,Unique peptides IDLL-3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Identification type IDI-1,Identification type IDI-2,Identification type IDI-3,Identification type IDLL-1,Identification type IDLL-2,Identification type IDLL-3,Sequence coverage IDI-1 [%],Sequence coverage IDI-2 [%],Sequence coverage IDI-3 [%],Sequence coverage IDLL-1 [%],Sequence coverage IDLL-2 [%],Sequence coverage IDLL-3 [%],Intensity,Intensity IDI-1,Intensity IDI-2,Intensity IDI-3,Intensity IDLL-1,Intensity IDLL-2,Intensity IDLL-3,iBAQ peptides,iBAQ,iBAQ IDI-1,iBAQ IDI-2,iBAQ IDI-3,iBAQ IDLL-1,iBAQ IDLL-2,iBAQ IDLL-3,LFQ intensity IDI-1,LFQ intensity IDI-2,LFQ intensity IDI-3,LFQ intensity IDLL-1,LFQ intensity IDLL-2,LFQ intensity IDLL-3,MS/MS count IDI-1,MS/MS count IDI-2,MS/MS count IDI-3,MS/MS count IDLL-1,MS/MS count IDLL-2,MS/MS count IDLL-3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
E9G0A6,E9G0A6,1,1,1,tr|E9G0A6|E9G0A6_DAPPU Multiple PDZ domain protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_43800 PE=4 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,3.2,3.2,3.2,38.139,370,370,0.0025707,1.8001,By MS/MS,By MS/MS,By MS/MS,,,,3.2,3.2,3.2,0.0,0.0,0.0,9608700,3611100,3360100,2637500,0,0,0,18,533820,200620.0,186670.0,146530,0.0,0.0,0.0,0,0,2714900,0,0,0,1,1,0,0,0,0,2,,,,377,5303,True,5528,23162;23163;23164,17482;17483,17482,,,-1
E9G0A8,E9G0A8,7,7,7,tr|E9G0A8|E9G0A8_DAPPU 5_nucleotid_C domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_221707 PE=4 SV=1,1,7,7,7,7,7,6,0,0,0,7,7,6,0,0,0,7,7,6,0,0,0,7.4,7.4,7.4,93.174,849,849,0.0,33.516,By MS/MS,By MS/MS,By MS/MS,,,,7.4,7.4,6.2,0.0,0.0,0.0,385250000,130040000,128140000,127060000,0,0,0,29,13284000,4484300.0,4418500.0,4381500,0.0,0.0,0.0,133220000,129530000,121600000,0,0,0,7,7,6,0,0,0,20,,,,378,651;2001;2851;3390;3840;5734;6540,True;True;True;True;True;True;True,674;2074;2956;3516;3984;5981;6813,2847;2848;8532;8533;8534;12225;12226;12227;12228;12229;14693;14694;14695;16824;16825;16826;25059;25060;25061;28535;28536;28537,2127;2128;6376;6377;6378;9218;9219;9220;10973;10974;10975;12827;12828;12829;18984;18985;18986;21605;21606;21607,2127;6377;9219;10974;12827;18986;21606,,,-1
E9G0B5,E9G0B5,3,3,3,"tr|E9G0B5|E9G0B5_DAPPU Protein PTCD3 homolog, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_221711 PE=3 SV=1",1,3,3,3,3,3,2,0,0,0,3,3,2,0,0,0,3,3,2,0,0,0,6.7,6.7,6.7,75.548,669,669,0.0,4.9707,By MS/MS,By MS/MS,By MS/MS,,,,6.7,6.7,3.9,0.0,0.0,0.0,23394000,7870000,10154000,5370200,0,0,0,34,688070,231470.0,298650.0,157950,0.0,0.0,0.0,7392500,9456300,6476800,0,0,0,3,2,2,0,0,0,7,,,,379,124;3467;4135,True;True;True,131;3597;4320,542;543;544;15244;15245;18158;18159;18160,397;398;399;11663;13811;13812;13813,398;11663;13811,,,-1
E9G0F5;E9G0F1,E9G0F5;E9G0F1,2;1,2;1,2;1,tr|E9G0F5|E9G0F5_DAPPU Uncharacterized protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_192539 PE=3 SV=1;tr|E9G0F1|E9G0F1_DAPPU Uncharacterized protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_312311 PE=3 SV=1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,5.4,5.4,5.4,36.635,335,335;338,0.0026042,1.8776,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,5.4,5.4,5.4,2.7,2.7,2.7,54386000,17738000,11016000,19537000,1841700,2053100,2199700,12,4532200,1478200.0,918020.0,1628100,153470.0,171090.0,183310.0,17596000,0,20253000,0,0,0,1,1,2,0,0,0,4,,,,380,382;1676,True;True,395;1737,1656;1657;1658;1659;1660;1661;7171;7172;7173,1200;1201;1202;5366,1200;5366,,,-1;-1
E9G0I6,E9G0I6,25,25,1,tr|E9G0I6|E9G0I6_DAPPU TGc domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_44050 PE=3 SV=1,1,25,25,1,24,24,24,7,6,8,24,24,24,7,6,8,1,1,1,0,0,0,33.5,33.5,1.3,78.922,690,690,0.0,120.83,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,33.5,33.5,33.5,7.5,6.2,7.5,4362100000,1417500000,1478800000,1413100000,18485000,17547000,16663000,38,114790000,37304000.0,38915000.0,37187000,486440.0,461750.0,438490.0,1573400000,1608300000,1212700000,179820000,150260000,159980000,27,26,27,1,1,1,83,,,,381,259;345;513;754;756;913;1083;1403;1404;1405;1606;2206;2229;2243;2644;2934;2974;3860;4520;4614;4676;4725;5851;6093;6416,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,268;358;531;781;783;943;1123;1455;1456;1457;1664;1665;2287;2311;2325;2738;3046;3086;4004;4721;4818;4881;4934;6104;6351;6684,1094;1095;1096;1500;1501;1502;2282;2283;2284;3304;3305;3306;3309;3310;3311;3312;3915;3916;3917;3918;3919;3920;3921;3922;3923;3924;3925;3926;4700;4701;4702;6065;6066;6067;6068;6069;6070;6071;6072;6073;6074;6075;6076;6889;6890;6891;6892;6893;6894;6895;6896;6897;9413;9414;9415;9416;9417;9418;9504;9561;9562;9563;9564;11269;11270;11271;12680;12681;12682;12683;12684;12685;12835;12836;12837;12838;12839;12840;16898;16899;16900;16901;16902;16903;19761;19762;19763;20201;20202;20203;20204;20205;20206;20459;20460;20461;20462;20463;20464;20465;20729;20730;20731;20732;20733;20734;25631;25632;25633;25634;25635;25636;26647;26648;26649;26650;26651;26652;27997;27998;27999,827;828;829;1107;1108;1109;1714;1715;1716;2503;2504;2505;2508;2509;2510;2963;2964;2965;2966;3557;3558;4550;4551;4552;4553;4554;4555;5157;5158;5159;5160;5161;7046;7047;7048;7049;7050;7111;7148;7149;8463;8464;8465;8466;9572;9573;9574;9694;9695;9696;12879;14990;14991;14992;15295;15296;15297;15298;15299;15300;15484;15485;15486;15665;15666;15667;15668;19417;19418;19419;19420;19421;19422;20182;20183;20184;20185;20186;20187;20188;21201;21202;21203,829;1107;1716;2505;2508;2963;3557;4550;4553;4555;5160;7047;7111;7148;8463;9572;9694;12879;14991;15297;15484;15666;19422;20185;21203,147,151,-1
E9G0L2,E9G0L2,3,3,3,tr|E9G0L2|E9G0L2_DAPPU J domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307064 PE=4 SV=1,1,3,3,3,3,3,3,1,1,1,3,3,3,1,1,1,3,3,3,1,1,1,3.9,3.9,3.9,86.132,747,747,0.0,8.4266,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,3.9,3.9,3.9,0.9,0.9,0.9,48313000,3420000,22616000,19616000,780480,999600,880550,38,1271400,90001.0,595160.0,516220,20539.0,26305.0,23172.0,0,22112000,20192000,0,0,0,3,3,3,0,0,0,9,,,,382,3295;4988;5619,True;True;True,3420;5202;5862,14307;14308;14309;21809;21810;21811;21812;21813;21814;24533;24534;24535,10700;10701;10702;16456;16457;16458;18558;18559;18560,10700;16456;18558,,,-1
E9G0P4,E9G0P4,25,1,1,tr|E9G0P4|E9G0P4_DAPPU TGc domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_192601 PE=3 SV=1,1,25,1,1,24,24,24,8,7,9,1,1,1,1,1,1,1,1,1,1,1,1,31.7,1.2,1.2,83.624,728,728,0.0086207,1.2678,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,31.7,31.7,31.7,8.4,7.1,8.4,36230000,6903900,6779000,5655400,5291000,5848300,5752900,41,883670,168390.0,165340.0,137940,129050.0,142640.0,140320.0,0,0,0,0,0,63047000,1,1,1,0,0,0,3,,,,383,259;345;513;754;756;913;1083;1403;1404;1405;1606;2206;2229;2633;2644;2934;2974;3860;4520;4614;4676;4725;5851;6093;6416,False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False,268;358;531;781;783;943;1123;1455;1456;1457;1664;1665;2287;2311;2726;2738;3046;3086;4004;4721;4818;4881;4934;6104;6351;6684,1094;1095;1096;1500;1501;1502;2282;2283;2284;3304;3305;3306;3309;3310;3311;3312;3915;3916;3917;3918;3919;3920;3921;3922;3923;3924;3925;3926;4700;4701;4702;6065;6066;6067;6068;6069;6070;6071;6072;6073;6074;6075;6076;6889;6890;6891;6892;6893;6894;6895;6896;6897;9413;9414;9415;9416;9417;9418;9504;11227;11228;11229;11230;11231;11232;11269;11270;11271;12680;12681;12682;12683;12684;12685;12835;12836;12837;12838;12839;12840;16898;16899;16900;16901;16902;16903;19761;19762;19763;20201;20202;20203;20204;20205;20206;20459;20460;20461;20462;20463;20464;20465;20729;20730;20731;20732;20733;20734;25631;25632;25633;25634;25635;25636;26647;26648;26649;26650;26651;26652;27997;27998;27999,827;828;829;1107;1108;1109;1714;1715;1716;2503;2504;2505;2508;2509;2510;2963;2964;2965;2966;3557;3558;4550;4551;4552;4553;4554;4555;5157;5158;5159;5160;5161;7046;7047;7048;7049;7050;7111;8427;8428;8429;8463;8464;8465;8466;9572;9573;9574;9694;9695;9696;12879;14990;14991;14992;15295;15296;15297;15298;15299;15300;15484;15485;15486;15665;15666;15667;15668;19417;19418;19419;19420;19421;19422;20182;20183;20184;20185;20186;20187;20188;21201;21202;21203,829;1107;1716;2505;2508;2963;3557;4550;4553;4555;5160;7047;7111;8427;8463;9572;9694;12879;14991;15297;15484;15666;19422;20185;21203,147,189,-1
E9G0Q5,E9G0Q5,5,5,5,tr|E9G0Q5|E9G0Q5_DAPPU NAD(P)-binding protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_312400 PE=3 SV=1,1,5,5,5,4,4,5,0,0,1,4,4,5,0,0,1,4,4,5,0,0,1,15.9,15.9,15.9,35.344,315,315,0.0,62.227,By MS/MS,By MS/MS,By MS/MS,,,By matching,12.7,12.7,15.9,0.0,0.0,3.2,250310000,73070000,99786000,76769000,0,0,680300,21,11919000,3479500.0,4751700.0,3655600,0.0,0.0,32395.0,75938000,85348000,88368000,0,0,0,6,4,3,0,0,0,13,,,,384,161;1598;3602;5992;6292,True;True;True;True;True,169;1655;3737;6246;6557,678;679;680;6854;6855;15827;15828;15829;26258;26259;26260;26261;26262;26263;27490;27491;27492;27493;27494,496;5137;12085;19881;19882;19883;19884;19885;19886;20841;20842;20843;20844;20845,496;5137;12085;19883;20845,,,-1
E9G109,E9G109,3,3,3,tr|E9G109|E9G109_DAPPU Chorion peroxidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307875 PE=4 SV=1,1,3,3,3,3,3,3,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,5.8,5.8,5.8,69.996,624,624,0.0,12.361,By MS/MS,By MS/MS,By MS/MS,,,,5.8,5.8,5.8,0.0,0.0,0.0,49480000,18005000,18116000,13360000,0,0,0,27,1832600,666850.0,670950.0,494800,0.0,0.0,0.0,17603000,16326000,15540000,0,0,0,2,2,3,0,0,0,7,,,,385,1358;1713;5546,True;True;True,1408;1776;5783,5859;5860;5861;7321;7322;7323;24233;24234;24235,4393;4394;4395;5478;5479;5480;18332,4395;5480;18332,,,-1
E9G110;E9H8K3,E9G110,11;1,11;1,11;1,tr|E9G110|E9G110_DAPPU Chorion peroxidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307784 PE=4 SV=1,2,11,11,11,11,10,9,0,0,0,11,10,9,0,0,0,11,10,9,0,0,0,16.7,16.7,16.7,92.127,819,819;681,0.0,41.734,By MS/MS,By MS/MS,By MS/MS,,,,16.7,15.6,14.7,0.0,0.0,0.0,315600000,109700000,111900000,93997000,0,0,0,41,7697500,2675600.0,2729300.0,2292600,0.0,0.0,0.0,110070000,105360000,100440000,0,0,0,7,8,8,0,0,0,23,,,,386,1583;1704;1728;1785;2050;2971;3202;3663;4049;6303;6423,True;True;True;True;True;True;True;True;True;True;True,1640;1767;1792;1849;2126;3083;3323;3803;4215;6569;6692,6785;6786;6787;7289;7290;7291;7373;7666;7667;7668;8744;8745;8746;12826;12827;12828;13887;13888;13889;16074;16075;17732;17733;17734;27539;27540;27541;28032;28033;28034,5081;5082;5083;5452;5453;5454;5512;5733;5734;5735;6541;6542;6543;9685;9686;9687;10414;12254;13485;13486;20874;20875;20876;21230;21231,5083;5453;5512;5735;6542;9687;10414;12254;13485;20876;21231,,,-1;-1
E9G121,E9G121,6,6,6,tr|E9G121|E9G121_DAPPU 40S ribosomal protein S16 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307788 PE=3 SV=1,1,6,6,6,6,6,6,2,2,3,6,6,6,2,2,3,6,6,6,2,2,3,39.6,39.6,39.6,17.228,154,154,0.0,23.174,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,39.6,39.6,39.6,11.7,11.7,16.9,243520000,82351000,77963000,71792000,3379500,3082400,4953000,12,20293000,6862500.0,6496900.0,5982700,281630.0,256870.0,412750.0,59448000,47452000,43431000,73167000,69168000,63924000,6,6,4,0,0,0,16,,,,387,884;1483;1629;3949;6177;6608,True;True;True;True;True;True,913;1537;1688;4094;6436;6886,3785;3786;3787;3788;6393;6394;6395;6396;6397;6398;6975;6976;6977;6978;6979;6980;17270;17271;17272;26993;26994;26995;28807;28808;28809;28810;28811,2874;2875;2876;4778;4779;4780;5221;5222;13138;13139;13140;20444;20445;21801;21802;21803,2876;4778;5222;13139;20445;21801,,,-1
E9G153,E9G153,16,16,16,tr|E9G153|E9G153_DAPPU Beta subunit of putative Na+/K+ ATPase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_230473 PE=3 SV=1,1,16,16,16,15,15,16,4,4,5,15,15,16,4,4,5,15,15,16,4,4,5,46.2,46.2,46.2,36.334,316,316,0.0,81.907,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,46.2,42.7,46.2,7.3,6.3,9.5,4173900000,1415900000,1450000000,1283100000,4651800,9967200,10230000,19,219680000,74522000.0,76316000.0,67533000,244830.0,524590.0,538440.0,1128000000,1800500000,1326400000,29269000,46305000,74362000,20,16,20,1,0,0,57,,,,388,1264;1333;2033;2259;2514;2648;3150;3151;3445;3570;4030;4469;4842;4843;5751;6330,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1311;1383;2109;2341;2601;2742;3270;3271;3574;3704;4191;4192;4669;5053;5054;5999;6596,5449;5450;5451;5747;5748;5749;5750;5751;5752;8664;8665;8666;8667;8668;9633;9634;9635;10752;10753;10754;11284;11285;11286;13646;13647;13648;13649;13650;13651;13652;13653;13654;13655;13656;15130;15131;15688;15689;15690;17654;17655;17656;17657;17658;17659;17660;17661;17662;19555;19556;19557;19558;19559;19560;21214;21215;21216;21217;21218;21219;21220;21221;21222;21223;21224;21225;21226;21227;21228;25200;25201;25202;25203;25204;27642;27643;27644,4107;4108;4109;4316;4317;4318;4319;6481;6482;6483;6484;7209;7210;7211;8050;8051;8052;8474;8475;8476;10244;10245;10246;10247;10248;10249;11573;11574;11977;11978;11979;13422;13423;13424;13425;13426;13427;13428;13429;13430;14830;14831;14832;14833;14834;16003;16004;16005;16006;16007;16008;16009;16010;16011;16012;19105;20944;20945,4108;4317;6483;7211;8052;8474;10244;10248;11573;11977;13425;14830;16004;16008;19105;20944,148;149,229;315,-1
E9G171,E9G171,1,1,1,tr|E9G171|E9G171_DAPPU Mitochondrial dicarboxylate carrier OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_208113 PE=3 SV=1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.5,3.5,3.5,31.823,289,289,0.0,3.238,,,By MS/MS,,,,0.0,0.0,3.5,0.0,0.0,0.0,3562800,0,0,3562800,0,0,0,17,209570,0.0,0.0,209570,0.0,0.0,0.0,0,0,3667400,0,0,0,0,0,1,0,0,0,1,,,,389,5910,True,6163,25878,19587,19587,,,-1
E9G178,E9G178,2,2,2,tr|E9G178|E9G178_DAPPU Mitochondrial pyruvate carrier OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307796 PE=3 SV=1,1,2,2,2,2,2,1,0,0,0,2,2,1,0,0,0,2,2,1,0,0,0,14.8,14.8,14.8,12.403,108,108,0.0,2.1917,By MS/MS,By MS/MS,By matching,,,,14.8,14.8,7.4,0.0,0.0,0.0,35652000,14759000,12201000,8692900,0,0,0,5,7130500,2951700.0,2440200.0,1738600,0.0,0.0,0.0,14974000,11714000,0,0,0,0,2,1,0,0,0,0,3,,,,390,286;1125,True;True,297;1169,1217;1218;1219;4885;4886,918;919;3688,919;3688,,,-1
E9G195,E9G195,3,3,3,tr|E9G195|E9G195_DAPPU Str_synth domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307899 PE=3 SV=1,1,3,3,3,3,3,3,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,9.9,9.9,9.9,47.064,423,423,0.0,12.956,By MS/MS,By MS/MS,By MS/MS,,,,9.9,9.9,9.9,0.0,0.0,0.0,83651000,30989000,27193000,25469000,0,0,0,16,5228200,1936800.0,1699500.0,1591800,0.0,0.0,0.0,29115000,25669000,29007000,0,0,0,2,1,3,0,0,0,6,,,,391,3625;5363;5769,True;True;True,3764;5592;6019,15927;15928;15929;23416;23417;23418;25288;25289;25290,12164;17670;17671;19166;19167;19168,12164;17670;19168,,,-1
E9G1A4,E9G1A4,6,6,6,tr|E9G1A4|E9G1A4_DAPPU Neural cell adhesion molecule 1-like OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_313020 PE=4 SV=1,1,6,6,6,6,6,5,0,0,0,6,6,5,0,0,0,6,6,5,0,0,0,17.0,17.0,17.0,50.165,453,453,0.0,58.357,By MS/MS,By MS/MS,By MS/MS,,,,17.0,17.0,15.0,0.0,0.0,0.0,81080000,21160000,31705000,28214000,0,0,0,22,3685500,961830.0,1441200.0,1282500,0.0,0.0,0.0,25507000,27148000,28546000,0,0,0,4,5,5,0,0,0,14,,,,392,571;1588;5272;5855;5926;5966,True;True;True;True;True;True,589;1645;5496;6108;6179;6220,2492;2493;2494;6806;6807;6808;23040;23041;23042;25645;25646;25647;25957;25958;26134;26135;26136;26137;26138,1878;5103;5104;5105;17390;19431;19432;19433;19641;19642;19779;19780;19781;19782;19783,1878;5103;17390;19431;19641;19779,,,-1
E9G1B6,E9G1B6,1,1,1,tr|E9G1B6|E9G1B6_DAPPU Galectin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_36046 PE=4 SV=1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,8.1,8.1,8.1,15.021,135,135,0.0,3.2981,By MS/MS,By MS/MS,By MS/MS,,,,8.1,8.1,8.1,0.0,0.0,0.0,37407000,10135000,12740000,14532000,0,0,0,8,4675900,1266900.0,1592500.0,1816500,0.0,0.0,0.0,0,0,14959000,0,0,0,1,1,1,0,0,0,3,,,,393,2879,True,2988,12404;12405;12406,9368;9369;9370,9369,,,-1
E9G1G2,E9G1G2,2,2,2,tr|E9G1G2|E9G1G2_DAPPU Sod_Cu domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_192774 PE=4 SV=1,1,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,2.4,2.4,2.4,114.99,1040,1040,0.0,2.7381,By MS/MS,By MS/MS,By MS/MS,,,,2.4,2.4,2.4,0.0,0.0,0.0,12437000,5789500,1896200,4750900,0,0,0,49,253810,118150.0,38698.0,96957,0.0,0.0,0.0,5788500,0,4891400,0,0,0,2,1,1,0,0,0,4,,,,394,2303;2631,True;True,2385;2724,9824;9825;9826;11223;11224;11225,7361;7362;7363;8425,7361;8425,,,-1
E9G1G3,E9G1G3,4,4,4,tr|E9G1G3|E9G1G3_DAPPU Endoglucanase OS=Daphnia pulex OX=6669 GN=CEL9A PE=3 SV=1,1,4,4,4,4,4,4,0,0,0,4,4,4,0,0,0,4,4,4,0,0,0,10.8,10.8,10.8,49.05,454,454,0.0,19.819,By MS/MS,By MS/MS,By MS/MS,,,,10.8,10.8,10.8,0.0,0.0,0.0,215370000,81277000,70042000,64053000,0,0,0,17,12669000,4781000.0,4120100.0,3767800,0.0,0.0,0.0,81248000,68321000,64965000,0,0,0,4,3,4,0,0,0,11,,,,395,4597;4943;5266;5564,True;True;True;True,4800;5157;5490;5802,20106;20107;20108;21627;21628;21629;21630;23003;23004;23005;24319;24320;24321,15216;15217;16305;16306;16307;17363;17364;17365;18389;18390;18391,15216;16306;17365;18390,,,-1
E9G1G4,E9G1G4,3,3,3,tr|E9G1G4|E9G1G4_DAPPU Signal peptidase complex subunit 3 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307738 PE=3 SV=1,1,3,3,3,3,2,3,1,0,0,3,2,3,1,0,0,3,2,3,1,0,0,19.4,19.4,19.4,20.308,180,180,0.0,6.6279,By MS/MS,By MS/MS,By MS/MS,By matching,,,19.4,14.4,19.4,5.0,0.0,0.0,63095000,24246000,19811000,18754000,283610,0,0,9,7010500,2694000.0,2201300.0,2083800,31512.0,0.0,0.0,24854000,18912000,19153000,0,0,0,3,1,2,0,0,0,6,,,,396,2008;2278;4438,True;True;True,2081;2360;4638,8561;8562;9717;9718;9719;19451;19452;19453;19454,6395;6396;7280;14750;14751;14752,6396;7280;14750,,,-1
E9G1K6,E9G1K6,5,5,5,tr|E9G1K6|E9G1K6_DAPPU Myosin essential light chain OS=Daphnia pulex OX=6669 GN=MLC1 PE=4 SV=1,1,5,5,5,5,5,5,0,0,0,5,5,5,0,0,0,5,5,5,0,0,0,25.0,25.0,25.0,17.786,156,156,0.0,32.648,By MS/MS,By MS/MS,By MS/MS,,,,25.0,25.0,25.0,0.0,0.0,0.0,1737200000,546080000,574140000,616940000,0,0,0,7,248170000,78012000.0,82020000.0,88135000,0.0,0.0,0.0,543580000,573350000,603700000,0,0,0,9,9,10,0,0,0,28,,,,397,68;1028;1374;2744;4025,True;True;True;True;True,72;1066;1067;1425;1426;2843;4186,318;319;320;321;322;323;4477;4478;4479;4480;4481;4482;5934;5935;5936;5937;5938;5939;5940;5941;11728;11729;11730;11731;11732;11733;17634;17635;17636,241;242;243;244;245;246;247;3396;3397;3398;3399;3400;3401;4452;4453;4454;4455;4456;4457;4458;4459;8814;8815;8816;8817;13409;13410;13411,247;3396;4457;8816;13411,150,89,-1
E9G1L0,E9G1L0,7,7,4,tr|E9G1L0|E9G1L0_DAPPU Chorion peroxidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_97545 PE=4 SV=1,1,7,7,4,6,6,6,1,0,1,6,6,6,1,0,1,4,3,3,0,0,0,9.2,9.2,6.6,86.48,782,782,0.0,45.454,By MS/MS,By MS/MS,By MS/MS,By matching,,By matching,8.3,8.2,8.2,1.7,0.0,1.4,386260000,147200000,106700000,131590000,322120,0,444160,35,11036000,4205800.0,3048700.0,3759700,9203.3,0.0,12690.0,138750000,128170000,120060000,0,0,0,8,7,7,0,0,0,22,,,,398,441;476;1331;2256;2283;3438;3677,True;True;True;True;True;True;True,458;493;1381;2338;2365;3567;3817,1929;1930;2067;2068;2069;5737;5738;5739;5740;5741;5742;5743;9617;9618;9619;9620;9621;9622;9743;9744;9745;15109;16129;16130;16131,1403;1404;1494;1495;1496;4308;4309;4310;4311;4312;4313;7196;7197;7198;7199;7298;7299;7300;11555;12292;12293;12294,1403;1495;4311;7197;7298;11555;12294,,,-1
E9G1M1,E9G1M1,2,2,2,tr|E9G1M1|E9G1M1_DAPPU EF-hand domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_230460 PE=4 SV=1,1,2,2,2,2,2,2,1,0,0,2,2,2,1,0,0,2,2,2,1,0,0,13.0,13.0,13.0,21.204,184,184,0.0,3.431,By MS/MS,By MS/MS,By MS/MS,By matching,,,13.0,13.0,13.0,3.8,0.0,0.0,260970000,85256000,89824000,85489000,401830,0,0,10,26097000,8525600.0,8982400.0,8548900,40183.0,0.0,0.0,82969000,88542000,89565000,0,0,0,2,1,1,0,0,0,4,,,,399,155;1966,True;True,163;2038,657;658;659;8409;8410;8411;8412,481;482;483;6295,481;6295,,,-1
E9G1N7,E9G1N7,17,17,17,tr|E9G1N7|E9G1N7_DAPPU Angiotensin-converting enzyme OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_307838 PE=3 SV=1,1,17,17,17,17,17,16,2,2,2,17,17,16,2,2,2,17,17,16,2,2,2,14.3,14.3,14.3,158.13,1373,1373,0.0,106.45,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,14.3,14.3,12.9,1.2,1.2,1.2,1388900000,489280000,449270000,439030000,4376200,3989100,2960900,69,20129000,7091100.0,6511100.0,6362700,63423.0,57813.0,42911.0,263310000,735120000,243780000,85748000,81998000,71080000,17,19,16,0,0,0,52,,,,400,206;908;1040;1174;1352;2506;2556;2800;2815;4369;5622;6428;6455;6456;6549;6551;6600,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,215;938;1079;1219;1402;2592;2647;2903;2918;4566;5865;6697;6724;6725;6822;6824;6876;6877,849;850;851;3889;3890;3891;4527;4528;4529;5091;5092;5093;5833;5834;5835;10714;10715;10716;10919;10920;11977;11978;11979;11980;11981;11982;12048;12049;12050;12051;12052;12053;19177;19178;19179;24543;24544;24545;28050;28051;28052;28053;28162;28163;28164;28165;28166;28167;28168;28169;28170;28171;28172;28173;28566;28567;28568;28569;28570;28571;28572;28576;28577;28578;28579;28580;28581;28767;28768;28769;28770;28771;28772,628;629;2947;2948;3433;3842;3843;4376;4377;4378;8022;8023;8024;8188;8189;8995;8996;8997;8998;8999;9000;9045;14553;14554;18564;18565;18566;21247;21248;21249;21338;21339;21340;21341;21342;21343;21344;21345;21346;21347;21630;21631;21632;21635;21636;21637;21638;21639;21640;21772;21773;21774;21775;21776;21777,629;2948;3433;3842;4376;8022;8188;8997;9045;14554;18564;21248;21340;21344;21630;21639;21775,151,180,-1
